Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Количество рабочих секций,Количество сегментов для вафель,Тип вафель
https://cdn.entero.ru/mp@2x/24/d9/24d906da81fe6c28dc917eb9f46edbc0.jpg,Вафельница Roller Grill GED 20,GED20,133288,RUB,Нет,Roller Grill,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/20286,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20286"">Roller Grill GED 20</a></b> используется в домашних условиях, на предприятиях общественного питания и торговли для выпекания бельгийских вафель. Модель оснащена съемным поддоном для сбора избыточного теста. Корпус выполнен из нержавеющей стали, поверхность - из чугуна, ручки - из термостойкого материала.</p>

<p>В комплект поставки входит специальная вилка для вафель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 термостата</li>
<li>4 сигнальные лампы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 0 до 300 °C</li>
<li>Время приготовления: 2,5 мин.</li>
</ul>",20286,220 В,3.2 кВт,550 мм,440 мм,230 мм,,Франция,,,0,https://entero.ru/manuals/20605/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417294/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20GED%2020.pdf,143320,,38 кг,,,2,4,"бельгийские, прямоугольные"
https://cdn.entero.ru/mp@2x/e5/61/e56165c307ab9247a26874f412cdd2a1.jpg,Тарталетница ICB tecnlologie s.r.l. 07.FCTN1,Тарталетница ICB tecnlologie s.r.l. 07.FCTN1,239138,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/195076,"<p>Тарталетница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195076""><b class=""b"">ICB tecnologie s.r.l. 07.FCTN1</b></a> предназначена для приготовления тарталеток на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления и электронным таймером на 3-10 мин. со звуковым сигналом.</p>

<p>Комплекты сменных пластин приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность быстрой смены формы выпекаемых тарталеток</li>
<li>Контактный способ выпечки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: до 250 °С</li>
</ul>

<p> </p>",195076,220 В,3.2 кВт,440 мм,570 мм,420 мм,,Италия,,,0,https://entero.ru/manuals/227334/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2007.FCTN1%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,30 кг,700 шт./ч,,1,,тарталетки
https://cdn.entero.ru/mp@2x/c6/ff/c6ff0dfe7797d4afcfde7d67a8030de3.jpg;https://cdn.entero.ru/mp@2x/d8/2b/d82b158357e15c56d21d4e251a47c22c.jpg;https://cdn.entero.ru/mp@2x/56/fe/56fe66872c27ceaa91cbc9e17755fe3c.jpg,Вафельница EKSI IWB-1S (квадратная),Вафельница EKSI IWB-1S (квадратная),0,RUB,Нет,EKSI,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/59215,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/59215""><b class=""b"">EKSI IWB-1S</b></a> используется на предприятиях общественного питания и торговли для выпечки вафель квадратной формы. Модель оснащена электромеханической панелью управления с таймером и независимой регулировкой температуры для каждой зоны и устойчивыми ножками. Жарочная поверхность выполнена из чугуна с высокой теплопроводностью.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Размеры жарочной поверхности: 100x100x30 мм</li>
</ul>",59215,220 В,1.6 кВт,282 мм,490 мм,295 мм,,Китай,,,0,https://entero.ru/manuals/94085/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20EKSI%20IWB-1S.pdf;https://entero.ru/manuals/424174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20IWB-1S%20%28%D0%BA%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82%D0%BD%D0%B0%D1%8F%29.pdf,,,7.8 кг,,,1,4,"квадратные, бельгийские"
https://cdn.entero.ru/mp@2x/e6/5d/e65d091f89ba63ce8959f29100d34631.jpg,Вафельница тайяки GASTRORAG FCC-3,Вафельница тайяки GASTRORAG FCC-3,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/108584,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/108584"">GASTRORAG FCC-3</a> </b>используется на предприятиях общественного питания и торговли для выпекания полых японских вафель (вафли в форме рыбок, полые внутри с открытым ртом и позволяющие использовать различные наполнители). Модель оснащена термостатом, поверхностью с антипригарным покрытием и таймером на 5 минут. Корпус выполнен из нержавеющей стали, пресс-формы - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 300 °C</li>
<li>Размер вафли: 170x90x40 мм</li>
</ul>",108584,220 В,2 кВт,435 мм,370 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/101969/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20FCC-3.pdf,,,21 кг,,,1,3,рыбки
https://cdn.entero.ru/mp@2x/0c/6a/0c6a129fc345cbddf1c944373429411a.jpg;https://cdn.entero.ru/mp@2x/43/0e/430e5896b08073d3237630a03d7ae16c.jpg;https://cdn.entero.ru/mp@2x/14/17/141705a068c14afa5c3ccbcbca8c5352.jpg,Вафельница EKSI HWB-1C,Вафельница EKSI HWB-1C,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/287696,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287696"">EKSI HWB-1C</a></b> используется на предприятиях общественного питания и торговли для приготовления тонких вафель. Модель оснащена терморегулятором и таймером. Корпус выполнен из нержавеющей стали, рабочие поверхности - из литого алюминия с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр вафли: 210 мм</li>
<li>Толщина вафли: 3 мм</li>
</ul>",287696,220 В,1 кВт,250 мм,360 мм,265 мм,,Китай,,,0,https://entero.ru/manuals/424179/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HWB-1C.pdf,,,5.8 кг,,,1,1,тонкие
https://cdn.entero.ru/mp@2x/41/fb/41fbe349b218fd2b814d46220fc31465.jpg,Вафельница GASTRORAG ZU-XGP-1E,Вафельница GASTRORAG ZU-XGP-1E,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/83337,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83337"">GASTRORAG ZU-XGP-1E</a></b> используется на предприятиях общественного питания и торговли для выпекания тонких вафель с мелким рисунком. Модель оснащена встроенным таймером. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит деревянный конус для изготовления вафельных рожков.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр пластин: 210 мм</li>
</ul>",83337,220 В,1 кВт,250 мм,360 мм,230 мм,,Китай,,,0,https://entero.ru/manuals/58134/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20ZU-XGP-1E.pdf;https://entero.ru/manuals/116589/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,6.4 кг,,,1,1,"тонкие, круглые, рожок"
https://cdn.entero.ru/mp@2x/12/25/122590a14d93780354e1b4495401cd0b.jpg,Вафельница GASTRORAG ZU-XGP-2E,Вафельница GASTRORAG ZU-XGP-2E,0,RUB,Нет,GASTRORAG,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/83324,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83324"">GASTRORAG ZU-XGP-2E</a></b> используется на предприятиях общественного питания и торговли для выпекания тонких вафель с мелким рисунком. Модель оснащена встроенным таймером. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 деревянных конуса для изготовления вафельных рожков.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр пластин: 210 мм</li>
</ul>",83324,220 В,2 кВт,500 мм,360 мм,230 мм,,Китай,,,0,https://entero.ru/manuals/58121/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20ZU-XGP-2E.pdf;https://entero.ru/manuals/116591/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,12.4 кг,,,2,2,"тонкие, трубочки, рожок"
https://cdn.entero.ru/mp@2x/a5/1c/a51c7e06676e70da3670ef1bfd323ad7.jpg,Вафельница EKSI HWB-1,Вафельница EKSI HWB-1,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/64781,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64781"">EKSI HWB-1</a></b> используется на предприятиях общественного питания и торговли для выпечки вафель круглой формы. Модель оснащена электромеханической панелью управления с таймером и регулировкой температуры и устойчивыми ножками. Жарочная поверхность выполнена из чугуна с высокой теплопроизводительностью.</p>",64781,220 В,1 кВт,320 мм,395 мм,300 мм,,Китай,,,0,https://entero.ru/manuals/424103/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HWB-1.pdf,,,5 кг,,,1,4,круглые сегментные
https://cdn.entero.ru/mp@2x/61/43/614383249ac64e132e6324cdf33ce003.jpg;https://cdn.entero.ru/mp@2x/b0/aa/b0aa4697a0a77a1505d5e0bf9e5d1c8c.jpg;https://cdn.entero.ru/mp@2x/c3/41/c341b0235686b0e0376b21c5e3282138.jpg;https://cdn.entero.ru/mp@2x/75/8d/758d142ee72e4b38f6e8b354da2159ce.jpg;https://cdn.entero.ru/mp@2x/82/fa/82fa6633d8241bda6967dd89c6c03586.jpg;https://cdn.entero.ru/mp@2x/ea/db/eadbda9309f0aaafa8ceadb8e1dd676c.jpg;https://cdn.entero.ru/mp@2x/26/8b/268b4561d43d61b12c6cffc4c65d9591.jpg;https://cdn.entero.ru/mp@2x/b5/46/b546e40a9992f284ac9d40038a1873f0.jpg;https://cdn.entero.ru/mp@2x/75/76/7576f025f50162f70ea047354872d8cd.jpg;https://cdn.entero.ru/mp@2x/1e/fa/1efa05126602f01d703dd248e6789772.jpg,Вафельница EKSI GWB-1,Вафельница EKSI GWB-1,0,RUB,Нет,EKSI,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/99762,"<p>Вафельница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99762"">EKSI GWB-1</a></b> используется на предприятиях общественного питания и торговли для выпечки гонконгских вафель. Модель оснащена электромеханической панелью управления с таймером и регулировкой температуры. Рабочая поверхность выполнена из чугуна.</p>",99762,220 В,1.4 кВт,225 мм,400 мм,300 мм,,Китай,,,0,https://entero.ru/manuals/424102/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20GWB-1.pdf,,,5 кг,,,1,1,гонконгские
https://cdn.entero.ru/mp@2x/f7/d9/f7d96fe77f476003e529a9e4434b5ed3.jpg,Вафельница Airhot WBHK-4 HELLO KITTY,WBHK-4,0,RUB,Нет,Airhot,Профоборудование,Тепловое,Вафельницы,https://entero.ru/item/122091,"<p>Вафельница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122091""><b class=""b"">Airhot WBHK-4</b></a> используется на предприятиях общественного питания и торговли для выпекания вафель в форме главного героя мультфильмов HELLO KITTY. Каждая вафля может быть наполнена начинкой. Модель оснащена терморегулятором и электронным таймером. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления вафель: от 2 до 3 мин.</li>
<li>Размер рабочей поверхности: 255х255 мм</li>
</ul>",122091,220 В,1.8 кВт,310 мм,360 мм,235 мм,,Китай,,,0,https://entero.ru/manuals/128160/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20WBHK-4.pdf,,,8 кг,,,1,4,Hello Kitty
