Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Вес (с упаковкой),Расстояние между уровнями,Размер противней / подносов,Для теплового оборудования,Совместимое оборудование,Двойная
https://cdn.entero.ru/mp@2x/a5/27/a5270781a916b73a209a0b2849f8ba92.jpg,Тележка-шпилька RoboLabs VTP-090TR,Тележка-шпилька RoboLabs VTP-090TR,44131,RUB,Да,RoboLabs,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/346849,"<p>Тележка-шпилька<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346849""><b class=""b""> RoboLabs VTP-090TR</b></a> предназначена для совместного использования с тепловой витриной <a href=""https://entero.ru/item/346794"" target=""_blank"">VTP-090SD1</a> на предприятиях общественного питания и торговли. Модель оснащена 6 регулируемыми по высоте полками, которые можно утанавливать как ровно, так и под наклоном.</p>",346849,730 мм,505 мм,1670 мм,,Россия,,,0,,,,,,6,,,,Да,,
https://cdn.entero.ru/mp@2x/66/c0/66c064ab19d924aec09598f1b9e93e4f.jpg,Тележка-шпилька для гастроемкостей ITERMA СТР 32Ш/607 П18,Тележка-шпилька для гастроемкостей ITERMA СТР 32Ш/607 П18,59828,RUB,Да,ITERMA,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/370556,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370556"">ITERMA СТР 32Ш/607 П18</a></b> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки полуфабрикатов и готовой продукции, а также в процессе работы с расстоечными шкафами. Модель оснащена колесами.</p>",370556,,,,30 кг,Россия,1,1700x710x90 мм,0,,,,,для гастроемкостей,,,,,,,
https://cdn.entero.ru/mp@2x/f4/44/f444ca0c99e6f49100f54f1346320832.jpg,Тележка-шпилька вкатная Apach Bakery Line для ротационных печей G68 Крюк,206528,98632,RUB,Да,Apach,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/185973,"<p>Вкатная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185973""><b class=""b"">Apach Bakery Line G68</b></a> используется совместно c ротационными печами серии G68 на предприятиях общественного питания и торговли для перемещения продуктов, кухонной утвари, посуды и прочих предметов. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 850x1650x1000 мм</li>
</ul>",185973,660 мм,820 мм,1810 мм,,Италия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,35 кг,для противней,18,,88 мм,600х400 мм,Да,ротационная печь,
https://cdn.entero.ru/mp@2x/c8/59/c859eecb30e4df69179e38d92db357a4.jpg,Тележка-шпилька вкатная UNOX XR 912 для конвекционной печи XV 1003 G,XR912,107006,RUB,Да,UNOX,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/34258,"<p>Вкатная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34258""><b class=""b"">UNOX XR 912</b></a> используется совместно с пароконвектоматом <a href=""https://entero.ru/item/20409"">XV 1003 G</a> на предприятиях общественного питания и торговли, в пекарнях и кондитерских для перевозки листов для выпечки и гастроемкостей.</p>",34258,,,,,Италия,,,0,,115060,,,,,,,,Да,конвекционная печь,
https://cdn.entero.ru/mp@2x/ab/23/ab2312552db6797aa45f4efec9cf6b25.jpg,Тележка-шпилька вкатная Apach TR16S,Тележка-шпилька вкатная Apach TR16S,169332,RUB,Да,Apach,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/347936,"<p>Вкатная тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/347936"">Apach TR16S</a></b> используется совместно c печами серии AP16QT/QM на предприятиях общественного питания и торговли для перемещения продуктов, кухонной утвари, посуды и прочих предметов. </p>",347936,565 мм,755 мм,1710 мм,30 кг,Италия,1,790x590x1810 мм,0,,,,25 кг,для противней,16,,80 мм,400х600 мм,Да,"конвекционная печь, шкаф шоковой заморозки",
https://cdn.entero.ru/mp@2x/6d/e1/6de1ee60419a55dfe74528bc610ae153.jpg,Тележка-шпилька вкатная Tecnoeka EKCR 16 TC,Тележка-шпилька вкатная Tecnoeka EKCR 16 TC,176306,RUB,Да,Tecnoeka,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/338870,"<p>Вкатная тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338870"">Tecnoeka EKCR 16 TC</a></b> используется совместно c конвекционными печами <a href=""https://entero.ru/item/128716"" target=""_blank"">MKF 1664 S</a>, <a href=""https://entero.ru/item/118138"" target=""_blank"">MKF 1664 TS</a>, <a href=""https://entero.ru/search.php?text=MKF+1664+BM"" target=""_blank"">MKF 1664 BM</a> и <a href=""https://entero.ru/item/63905"" target=""_blank"">EKF 1664 TC</a> на предприятиях общественного питания и торговли для перемещения продуктов, кухонной утвари, посуды и прочих предметов. Модель оснащена съемной эргономичной рукояткой и колесами с тормозами. </p>",338870,,,,,Италия,,,0,https://entero.ru/manuals/479796/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,187560,,,для противней,16,,,600х400 мм,Да,конвекционная печь,
https://cdn.entero.ru/mp@2x/9e/70/9e70afb498e8673454d3f106b2c974da.jpg,Тележка-шпилька Apach TR40S,Тележка-шпилька Apach TR40S,277160,RUB,Да,Apach,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/361170,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361170""><b class=""b"">Apach TR40S</b></a> предназначена для совместного использования с пароконвектоматами <a href=""https://entero.ru/item/358588"" target=""_blank"">AP40QT</a>, AP40QD и AP40QM на предприятиях общественного питсания и торговли.</p>",361170,810 мм,755 мм,1710 мм,28 кг,Италия,1,850x950x1880 мм,0,,,,25 кг,для гастроемкостей,20,,67 мм,"GN 1/2, GN 1/1",,пароконвектомат,
https://cdn.entero.ru/mp@2x/28/4e/284e301ac297536898d06edb862d46de.jpg,Тележка-шпилька для подносов КОБОР ШП-51/36,Тележка-шпилька для подносов КОБОР ШП-51/36,19065,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/49953,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49953"">Кобор ШП-51/36</a></b> применяется для хранения и транспортировки противней, гастроемкостей и подносов с пищевыми продуктами и кондитерскими изделиями.</p>

<p>Шпильки имеют стеллажную конструкцию. Направляющие изготовлены из нержавеющей стали, рама произведена из нержавеющей квадратной трубы 25х25 мм. Перемещение шпильки осуществляется за счет четырех поворотных колес, диаметром 100 мм, два из каторых имеют тормоз.</p>
<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",49953,510 мм,365 мм,1660 мм,,Китай,,,0,https://entero.ru/manuals/90284/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A8%D0%9F-51_36.pdf;https://entero.ru/manuals/472921/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239643&hd=2&autoplay=0,11.8 кг,для подносов,12,,120 мм,450х355 мм,,,
https://cdn.entero.ru/mp@2x/8b/44/8b44ea6aafbf520ab8551912b3b1030b.jpg,Тележка-шпилька для подносов KAYMAN СШ-44/122,Тележка-шпилька для подносов KAYMAN СШ-44/122,15310,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/180267,"<p>Разборная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/180267""><b class=""b"">KAYMAN СШ-44/122</b></a> используется на предприятиях общественного питания и торговли для сбора и транспортировки подносов с грязной посудой. Модель оснащена обрезиненными поворотными колёсами, 2 из которых с тормозом и пластиковым отбойником. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
</ul>",180267,510 мм,365 мм,1760 мм,,Россия,,,0,https://entero.ru/manuals/404101/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16462,,15.5 кг,для подносов,12,,120 мм,450х355 мм,,,
https://cdn.entero.ru/mp@2x/7f/be/7fbe145a8e785528a40eae928b35c71d.jpg,Тележка-шпилька для гастроемкостей Hurakan HKN-TGN15,Тележка-шпилька для гастроемкостей Hurakan HKN-TGN15,15252,RUB,Нет,Hurakan,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/210160,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210160""><b class=""b"">Hurakan HKN-TGN15</b></a> используется на предприятиях общественного питания и торговли для транспортировки и хранения противней. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Тележка не подходит для использования внутри ротационных печей или камер шоковой заморозки. Каркас выполнен из стали 201.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1610x620x85 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Противни, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",210160,380 мм,550 мм,1735 мм,20.5 кг,Китай,1,1610x620x85 мм,0,https://entero.ru/manuals/454567/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-TGN15.pdf;https://entero.ru/manuals/483874/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,18.5 кг,для гастроемкостей,15,,,GN 1/1,,,
